image_path,room_type,style
../data/raw\living_room\industrial\living_room_industrial_51.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_52.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_53.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_54.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_55.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_56.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_57.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_58.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_59.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_6.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_60.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_61.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_62.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_63.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_64.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_65.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_66.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_67.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_68.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_69.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_7.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_70.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_71.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_72.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_73.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_74.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_75.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_76.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_77.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_78.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_79.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_8.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_80.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_81.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_82.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_83.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_84.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_85.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_86.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_87.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_88.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_89.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_9.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_90.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_91.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_92.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_93.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_94.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_95.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_96.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_97.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_98.jpg,living_room,industrial
../data/raw\living_room\industrial\living_room_industrial_99.jpg,living_room,industrial
../data/raw\living_room\minimalist\living_room_minimalist_0.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_1.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_10.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_100.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_101.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_102.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_103.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_104.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_105.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_106.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_107.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_108.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_109.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_11.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_110.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_111.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_112.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_113.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_114.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_115.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_116.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_117.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_118.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_119.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_12.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_120.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_121.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_122.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_123.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_124.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_125.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_126.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_127.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_128.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_129.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_13.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_130.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_131.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_132.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_133.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_134.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_135.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_136.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_137.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_138.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_139.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_14.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_140.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_141.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_142.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_143.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_144.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_145.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_146.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_147.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_148.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_149.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_15.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_150.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_151.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_152.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_153.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_154.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_155.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_156.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_157.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_158.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_159.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_16.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_160.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_161.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_162.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_163.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_164.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_165.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_166.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_167.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_168.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_169.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_17.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_170.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_171.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_172.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_173.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_174.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_175.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_176.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_177.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_178.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_179.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_18.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_180.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_181.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_182.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_183.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_184.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_185.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_186.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_187.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_188.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_189.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_19.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_190.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_191.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_192.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_193.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_194.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_195.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_196.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_197.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_198.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_199.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_2.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_20.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_200.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_201.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_202.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_21.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_22.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_23.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_24.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_25.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_26.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_27.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_28.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_29.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_3.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_30.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_31.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_32.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_33.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_34.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_35.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_36.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_37.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_38.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_39.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_4.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_40.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_41.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_42.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_43.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_44.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_45.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_46.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_47.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_48.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_49.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_5.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_50.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_51.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_52.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_53.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_54.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_55.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_56.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_57.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_58.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_59.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_6.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_60.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_61.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_62.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_63.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_64.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_65.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_66.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_67.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_68.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_69.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_7.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_70.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_71.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_72.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_73.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_74.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_75.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_76.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_77.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_78.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_79.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_8.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_80.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_81.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_82.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_83.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_84.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_85.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_86.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_87.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_88.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_89.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_9.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_90.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_91.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_92.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_93.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_94.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_95.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_96.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_97.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_98.jpg,living_room,minimalist
../data/raw\living_room\minimalist\living_room_minimalist_99.jpg,living_room,minimalist
../data/raw\living_room\modern\living_room_modern_0.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_1.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_10.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_100.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_101.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_102.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_103.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_104.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_105.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_106.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_107.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_108.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_109.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_11.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_110.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_111.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_112.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_113.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_114.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_115.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_116.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_117.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_118.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_119.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_12.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_120.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_121.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_122.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_123.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_124.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_125.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_126.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_127.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_128.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_129.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_13.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_130.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_131.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_132.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_133.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_134.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_135.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_136.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_137.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_138.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_139.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_14.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_140.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_141.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_142.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_143.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_144.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_145.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_146.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_147.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_148.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_149.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_15.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_150.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_151.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_152.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_153.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_154.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_155.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_156.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_157.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_158.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_159.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_16.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_160.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_161.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_162.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_163.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_164.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_165.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_166.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_167.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_168.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_169.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_17.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_170.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_171.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_172.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_173.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_174.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_175.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_176.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_177.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_178.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_179.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_18.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_180.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_181.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_182.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_183.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_184.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_185.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_186.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_187.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_188.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_189.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_19.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_190.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_191.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_192.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_193.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_194.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_195.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_196.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_197.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_198.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_199.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_2.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_20.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_200.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_201.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_202.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_203.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_204.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_205.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_206.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_207.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_208.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_209.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_21.jpg,living_room,modern
../data/raw\living_room\modern\living_room_modern_210.jpg,living_room,modern
